trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.25, 'e': 0.95}",30,0,-52.939809739274175,"{0: 19, 1: 5, 2: 6, 3: 0, 4: 0}",0
2,False,"{'a': 0.25, 'e': 0.904875}",25,0,-180.1959733315817,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
3,False,"{'a': 0.25, 'e': 0.86393506171875}",20,0,-72.02597041841241,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
4,False,"{'a': 0.25, 'e': 0.826615872175401}",30,0,-209.35155268215607,"{0: 17, 1: 0, 2: 9, 3: 1, 4: 3}",0
5,False,"{'a': 0.25, 'e': 0.7924511821687861}",20,0,-159.397118777206,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
6,False,"{'a': 0.25, 'e': 0.7610522383627507}",20,0,-92.1338019635691,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
7,False,"{'a': 0.25, 'e': 0.7320922128869031}",25,0,-31.76287392030111,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
8,False,"{'a': 0.25, 'e': 0.705294262478421}",20,0,-75.21893412949417,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
9,False,"{'a': 0.25, 'e': 0.6804222626441719}",30,0,-129.0279476324231,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
10,False,"{'a': 0.25, 'e': 0.6572735398690812}",25,0,-131.7351720128434,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
11,False,"{'a': 0.25, 'e': 0.6356731145584795}",35,0,-88.17622609089338,"{0: 24, 1: 5, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.25, 'e': 0.6154690991298556}",20,7,-68.67604136029287,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
13,False,"{'a': 0.25, 'e': 0.5965289885306698}",25,0,-106.64960594339601,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
14,False,"{'a': 0.25, 'e': 0.5787366468227986}",25,11,-38.93527913542184,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
15,False,"{'a': 0.25, 'e': 0.5619898415040138}",35,0,-79.71506251148179,"{0: 30, 1: 0, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.25, 'e': 0.5461982124063285}",25,20,9.946819915780816,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.25, 'e': 0.5312815880445351}",25,0,-85.03956058344795,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
18,False,"{'a': 0.25, 'e': 0.5171685817547789}",25,0,-97.41146643241763,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
19,False,"{'a': 0.25, 'e': 0.5037954146570665}",25,0,-83.55108903500383,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
20,False,"{'a': 0.25, 'e': 0.49110492366559216}",25,0,-97.41860114270561,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
21,False,"{'a': 0.25, 'e': 0.4790457213631628}",20,0,-88.86166018159226,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
22,False,"{'a': 0.25, 'e': 0.46757148120534514}",25,5,-92.56301035253375,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",1
23,False,"{'a': 0.25, 'e': 0.4566403267035171}",25,0,-4.121176819231473,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.25, 'e': 0.4462143073049224}",20,0,-17.896618430003045,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
25,False,"{'a': 0.25, 'e': 0.4362589469027418}",25,3,-47.58220513144119,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
26,False,"{'a': 0.25, 'e': 0.4267428534651073}",25,0,-65.44922085695927,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
27,False,"{'a': 0.25, 'e': 0.41763738031593023}",20,3,-64.28785392403684,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
28,False,"{'a': 0.25, 'e': 0.40891633124407256}",20,10,-15.515834997757674,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
29,False,"{'a': 0.25, 'e': 0.40055570294616694}",20,0,-76.400902466468,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.25, 'e': 0.392533459388032}",20,0,19.010334285491055,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
31,False,"{'a': 0.25, 'e': 0.38482933355107524}",35,0,-95.99030160553032,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
32,False,"{'a': 0.25, 'e': 0.377424652753007}",35,27,16.114340799039063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.25, 'e': 0.3703021843277206}",20,0,-6.678096467114491,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
34,False,"{'a': 0.25, 'e': 0.36344599894182655}",20,0,-81.88312262338191,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
35,False,"{'a': 0.25, 'e': 0.35684134923448546}",25,2,-97.02496756030544,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 2}",1
36,False,"{'a': 0.25, 'e': 0.35047456180831105}",20,4,-3.769076416324183,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.25, 'e': 0.34433294088457467}",20,0,-7.0191718012494,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
38,False,"{'a': 0.25, 'e': 0.33840468217566366}",20,9,-57.811687621153794,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
39,False,"{'a': 0.25, 'e': 0.33267879572974307}",30,7,-15.827730244996342,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 0}",1
40,False,"{'a': 0.25, 'e': 0.32714503667333344}",25,11,-44.29970974559858,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
41,False,"{'a': 0.25, 'e': 0.3217938429223336}",30,9,-15.764698418606345,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
42,False,"{'a': 0.25, 'e': 0.3166162790551974}",20,11,13.062412943758703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.25, 'e': 0.3116039856470595}",30,1,-70.35483956415678,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 1}",1
44,False,"{'a': 0.25, 'e': 0.30674913345350285}",20,9,-33.058761963980814,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
45,False,"{'a': 0.25, 'e': 0.3020443819097791}",20,15,6.920282005531908,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.25, 'e': 0.2974828414776161}",20,0,-58.750520414052716,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.25, 'e': 0.29305803942893627}",20,10,-2.977125577338448,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
48,False,"{'a': 0.25, 'e': 0.28876388870523967}",35,21,25.555678910288535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.25, 'e': 0.2845946595342311}",20,2,-14.115729032829853,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
50,False,"{'a': 0.25, 'e': 0.28054495352246084}",25,0,-10.874299380319746,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
51,False,"{'a': 0.25, 'e': 0.2766096799751149}",35,0,-17.694015480588842,"{0: 28, 1: 3, 2: 4, 3: 0, 4: 0}",0
52,False,"{'a': 0.25, 'e': 0.2727840342223181}",25,0,32.04569770304305,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
53,False,"{'a': 0.25, 'e': 0.269063477755988}",25,18,-17.15890181329035,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
54,False,"{'a': 0.25, 'e': 0.26544372000288063}",25,6,-20.17941737601896,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 0}",1
55,False,"{'a': 0.25, 'e': 0.2619207015784322}",25,2,-16.117154610395353,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
56,False,"{'a': 0.25, 'e': 0.2584905788826653}",20,16,9.064179878239951,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.25, 'e': 0.2551497099141105}",25,0,-115.06139281955961,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
58,False,"{'a': 0.25, 'e': 0.25189464119064775}",20,13,9.88418560837746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.25, 'e': 0.2487220956776195}",30,16,4.8312560779226095,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.25, 'e': 0.24562896163370615}",25,0,22.3358632318168,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.25, 'e': 0.24261228229404352}",30,4,-87.03076709101576,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 3}",1
62,False,"{'a': 0.25, 'e': 0.23966924631804729}",20,5,-77.81215662663489,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
63,False,"{'a': 0.25, 'e': 0.23679717893651425}",20,10,-9.239708442564966,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.25, 'e': 0.23399353373889967}",20,0,-58.30750050971308,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
65,False,"{'a': 0.25, 'e': 0.23125588504731878}",25,0,-49.45565917809719,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
66,False,"{'a': 0.25, 'e': 0.22858192082886786}",20,13,14.670101951712876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.25, 'e': 0.22596943610237713}",30,0,-66.35874627132972,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
68,False,"{'a': 0.25, 'e': 0.22341632679975582}",25,11,6.546514464099728,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.25, 'e': 0.22092058404572104}",25,0,35.366725229381345,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
70,False,"{'a': 0.25, 'e': 0.2184802888229659}",20,3,3.562794712701156,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
71,False,"{'a': 0.25, 'e': 0.2160936069927576}",30,22,12.659897468861397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.25, 'e': 0.21375878464360057}",20,15,3.307842987800389,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.25, 'e': 0.21147414374298512}",20,0,-56.655923769363994,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.25, 'e': 0.20923807806939368}",20,1,6.84867484747588,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.25, 'e': 0.207049049403685}",20,0,-77.51954020386813,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
76,False,"{'a': 0.25, 'e': 0.20490558396073652}",35,22,-53.85720493664546,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.25, 'e': 0.20280626904382199}",20,0,-20.4359581514152,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
78,False,"{'a': 0.25, 'e': 0.20074974990564823}",20,0,-24.644006066153704,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
79,False,"{'a': 0.25, 'e': 0.1987347268012892}",25,0,17.14952810289647,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
80,False,"{'a': 0.25, 'e': 0.19675995221945006}",25,15,12.191559911210474,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.25, 'e': 0.19482422827958004}",25,4,13.91708385687421,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.25, 'e': 0.19292640428334334}",25,17,14.984147889782271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.25, 'e': 0.19106537440985835}",25,0,32.22552529089872,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.25, 'e': 0.18924007554493938}",20,8,-68.19727891132715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
85,False,"{'a': 0.25, 'e': 0.18744948523532667}",20,15,9.73607868623545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.25, 'e': 0.18569261975957724}",25,0,-36.756730869133094,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
87,False,"{'a': 0.25, 'e': 0.1839685323079185}",25,9,27.531735001844435,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.25, 'e': 0.182276311263942}",20,8,-35.63266399202389,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
89,False,"{'a': 0.25, 'e': 0.18061507858154252}",30,1,24.60466908678882,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.25, 'e': 0.17898398825099168}",20,13,2.3622821955180617,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.25, 'e': 0.17738222484848012}",20,14,12.86569290783768,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.25, 'e': 0.1758090021638703}",25,6,8.195541258303432,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.25, 'e': 0.1742635619017775}",20,3,26.943901761084636,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.25, 'e': 0.17274517245144277}",20,8,-24.19813576978504,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
95,False,"{'a': 0.25, 'e': 0.17125312772117884}",30,0,-75.72225305250727,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
96,False,"{'a': 0.25, 'e': 0.16978674603346453}",20,0,-1.1958761206402475,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
97,False,"{'a': 0.25, 'e': 0.1683453690770329}",35,9,40.35236244625955,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.25, 'e': 0.16692836091254878}",20,13,11.974581602011193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.25, 'e': 0.16553510702870128}",30,8,25.452680101366084,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.25, 'e': 0.1641650134457511}",30,10,34.508235463565505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.25, 'e': 0.16281750586376892}",20,15,9.72303828272696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.25, 'e': 0.161492028852984}",25,15,5.787320955627772,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.25, 'e': 0.16018804508383136}",20,14,5.416202430995329,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.25, 'e': 0.15890503459444238}",20,12,13.007253654086652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.25, 'e': 0.15764249409346934}",20,9,20.14156192978914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.25, 'e': 0.15639993629626886}",20,11,16.29440800157979,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.25, 'e': 0.15517688929259502}",20,12,13.354216156465613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.25, 'e': 0.1539728959440687}",20,10,16.94748236473945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.25, 'e': 0.15278751330979856}",20,6,-58.30479431130813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
110,False,"{'a': 0.25, 'e': 0.15162031209862897}",25,9,19.86362065884076,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.25, 'e': 0.1504708761465847}",20,6,3.8171282564062192,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.25, 'e': 0.14933880191816865}",25,0,-82.03841835139274,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
113,False,"{'a': 0.25, 'e': 0.14822369803025096}",20,6,-0.3784436510233331,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.25, 'e': 0.1471251847973628}",20,0,-107.24935407526783,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
115,False,"{'a': 0.25, 'e': 0.1460428937972799}",20,14,1.2541932359285948,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.25, 'e': 0.14497646745584572}",20,6,-39.57709249918151,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
117,False,"{'a': 0.25, 'e': 0.14392555865004691}",20,1,20.532961307244502,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.25, 'e': 0.14288983032841052}",30,15,10.169716752290881,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.25, 'e': 0.14186895514784642}",25,7,1.3504806664602,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.25, 'e': 0.14086261512610934}",25,0,27.578633663770812,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.25, 'e': 0.13987050130910103}",25,0,37.43894325731379,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
122,False,"{'a': 0.25, 'e': 0.13889231345227807}",20,12,13.263770918377043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.25, 'e': 0.13792775971547178}",25,11,24.80306094870684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.25, 'e': 0.13697655637046532}",25,0,32.190532955525335,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.25, 'e': 0.13603842752070977}",20,16,7.812020552621295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.25, 'e': 0.1351131048325944}",20,5,3.039248299195841,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.25, 'e': 0.13420032727771922}",25,17,1.9080939477710004,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.25, 'e': 0.13329984088564686}",25,14,5.933078329535254,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.25, 'e': 0.13241139850663994}",30,18,17.831450906730105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.25, 'e': 0.13153475958391572}",25,13,3.0374562153737803,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.25, 'e': 0.1306696899349758}",20,4,21.429956408318294,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.25, 'e': 0.12981596154159067}",20,0,29.75560791319072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.25, 'e': 0.12897335234804227}",20,10,11.658579520620917,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.25, 'e': 0.12814164606724765}",30,9,27.397423145168084,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.25, 'e': 0.12732063199440646}",30,24,12.020011214864146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.25, 'e': 0.1265101048278337}",25,9,29.9288143301763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.25, 'e': 0.12570986449665622}",25,10,-24.666433464269016,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.25, 'e': 0.12491971599506783}",20,9,14.237459624627872,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.25, 'e': 0.12413946922285342}",25,20,10.27187576719458,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.25, 'e': 0.12336893883190683}",20,5,22.03031884396602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.25, 'e': 0.12260794407848129}",35,0,-7.08420050821765,"{0: 30, 1: 0, 2: 5, 3: 0, 4: 0}",1
142,False,"{'a': 0.25, 'e': 0.12185630868092369}",25,11,20.330973329352815,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.25, 'e': 0.12111386068265666}",20,0,27.26148494479591,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.25, 'e': 0.12038043232018376}",20,15,-3.3398627764615836,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.25, 'e': 0.11965585989590405}",30,18,6.861268627134059,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.25, 'e': 0.11893998365553264}",25,11,11.0552982316799,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.25, 'e': 0.11823264766993372}",20,0,-8.605420302380958,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
148,False,"{'a': 0.25, 'e': 0.11753369972118158}",25,0,-12.805683313490684,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
149,False,"{'a': 0.25, 'e': 0.11684299119267413}",30,23,9.996096035336203,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.25, 'e': 0.11616037696313157}",25,7,17.154725482406285,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.25, 'e': 0.11548571530432072}",20,0,14.865784052157048,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.25, 'e': 0.11481886778235319}",20,13,12.449824247764678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.25, 'e': 0.11415969916241211}",25,13,21.67180671718665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.25, 'e': 0.1135080773167695}",20,6,-15.866300263432821,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.25, 'e': 0.11286387313596201}",25,8,25.108953345102236,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.25, 'e': 0.11222696044299948}",30,4,-15.204097369065002,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.25, 'e': 0.11159721591048576}",20,14,-0.1942685789628813,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.25, 'e': 0.11097451898053717}",30,18,4.360673426881884,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.25, 'e': 0.11035875178738909}",25,2,20.367249179307628,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.25, 'e': 0.10974979908258556}",20,2,10.825898775140095,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.25, 'e': 0.10914754816265217}",20,13,12.978402178800067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.25, 'e': 0.10855188879915624}",25,16,16.465002181919793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.25, 'e': 0.10796271317106303}",30,19,20.111841634183794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.25, 'e': 0.10737991579930016}",25,11,18.161492528650808,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.25, 'e': 0.10680339348344692}",25,9,18.45341848519062,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.25, 'e': 0.10623304524046792}",25,0,19.86847969760327,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
167,False,"{'a': 0.25, 'e': 0.10566877224541475}",25,15,-2.609412978736959,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
168,False,"{'a': 0.25, 'e': 0.10511047777402209}",30,17,22.577821323321533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.25, 'e': 0.10455806714712793}",25,14,0.25742391106691853,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.25, 'e': 0.10401144767685076}",20,1,-5.537130006967006,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
171,False,"{'a': 0.25, 'e': 0.10347052861445905}",20,0,22.977369180028347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.25, 'e': 0.10293522109987127}",25,10,-19.670055179049207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.25, 'e': 0.1024054381127273}",25,10,26.607218351139398,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.25, 'e': 0.10188109442497432}",30,16,27.79288587533528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.25, 'e': 0.1013621065549128}",20,3,20.62682512372716,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.25, 'e': 0.10084839272265032}",25,15,19.67717808412373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.25, 'e': 0.10033987280691323}",30,20,16.165373334446755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.25, 'e': 0.09983646830316785}",25,14,5.876506828828598,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.25, 'e': 0.09933810228300538}",25,0,30.353836529139524,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.25, 'e': 0.09884469935474594}",20,0,28.37545073771408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.25, 'e': 0.09835618562521943}",25,9,29.678829874047146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.25, 'e': 0.0978724886626823}",20,13,-12.436467560291481,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
183,False,"{'a': 0.25, 'e': 0.09739353746083096}",30,7,-29.464647405544586,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
184,False,"{'a': 0.25, 'e': 0.09691926240387425}",30,11,22.342351896406246,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.25, 'e': 0.0964495952326287}",20,15,7.805266665858081,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
