trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
371,False,"{'a': 0.25, 'e': 0.050760745917666716}",30,12,32.053840393446585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.25, 'e': 0.05063191325136082}",20,8,18.599163337433666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.25, 'e': 0.05050373371938616}",20,13,13.53900251919438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.25, 'e': 0.050376202363406224}",20,16,6.8083336224625395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.25, 'e': 0.05024931427517828}",25,0,7.031207169990252,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
376,False,"{'a': 0.25, 'e': 0.050123064595921994}",25,11,-16.21631280173041,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.25, 'e': 0.049997448515697644}",20,0,31.887488263472278,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.25, 'e': 0.049872461272793656}",20,2,22.486921339187653,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.25, 'e': 0.04974809815312334}",30,19,14.633793781260792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.25, 'e': 0.0496243544896307}",20,11,16.843472109708888,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.25, 'e': 0.049501225661705076}",25,14,22.226448343500138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.25, 'e': 0.049378707094604526}",30,12,33.103553847173025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.25, 'e': 0.049256794258887786}",20,3,26.84459006186698,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.25, 'e': 0.049135482669854666}",20,8,22.042607284406806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.25, 'e': 0.04901476788699469}",30,12,21.075496194731798,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.25, 'e': 0.048894645513443885}",30,13,26.872883544993467,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.25, 'e': 0.04877511119544962}",25,11,11.12013269428249,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.25, 'e': 0.04865616062184319}",25,10,25.71294609089469,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.25, 'e': 0.04853778952352026}",20,0,-36.09711198526228,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
390,False,"{'a': 0.25, 'e': 0.048419993672928784}",25,0,35.08063556723674,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'a': 0.25, 'e': 0.04830276888356446}",20,0,-8.918200753875436,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
392,False,"{'a': 0.25, 'e': 0.04818611100947351}",25,14,8.579833369373873,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.25, 'e': 0.048070015944762644}",20,0,33.68595404579846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.25, 'e': 0.04795447962311616}",30,18,19.573478573242276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.25, 'e': 0.047839498017319966}",20,10,10.609794896651069,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.25, 'e': 0.04772506713879251}",25,19,11.918158267972753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.25, 'e': 0.0476111830371224}",30,3,41.57968116828835,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.25, 'e': 0.04749784179961268}",25,5,35.727827279026634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.25, 'e': 0.04738503955083163}",25,5,22.86873316702714,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.25, 'e': 0.04727277245216993}",20,15,6.731291757022965,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.25, 'e': 0.0471610367014042}",20,4,25.151803834322084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.25, 'e': 0.04704982853226664}",30,0,31.234789290109976,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.25, 'e': 0.04693914421402086}",30,17,17.380794409732644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.25, 'e': 0.04682898005104363}",20,6,24.551137996201845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.25, 'e': 0.046719332382412576}",20,0,-58.90611898395341,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
406,False,"{'a': 0.25, 'e': 0.04661019758149966}",25,15,20.011876154963904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.25, 'e': 0.04650157205557034}",20,1,22.35004980467001,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.25, 'e': 0.04639345224538837}",20,15,7.361074441182664,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.25, 'e': 0.04628583462482611}",20,7,21.2356201110413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.25, 'e': 0.04617871570048027}",25,18,13.48574764338114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.25, 'e': 0.04607209201129298}",20,15,7.0287315661480765,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.25, 'e': 0.04596596012817813}",30,0,48.32786668120877,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.25, 'e': 0.045860316653652866}",25,2,31.970867398839392,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.25, 'e': 0.0457551582214742}",25,3,28.139460095375185,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.25, 'e': 0.04565048149628059}",25,12,16.297669508959288,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.25, 'e': 0.04554628317323848}",25,9,31.765946838952622,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.25, 'e': 0.045442559977693635}",20,12,18.850039671391627,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.25, 'e': 0.04533930866482732}",30,19,17.61624667046206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.25, 'e': 0.045236526019317096}",25,15,15.022463006063361,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.25, 'e': 0.04513420885500228}",20,9,14.838813894024003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.25, 'e': 0.04503235401455393}",25,4,-5.24765313852632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
422,False,"{'a': 0.25, 'e': 0.04493095836914932}",20,0,28.06258608407514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.25, 'e': 0.04483001881815081}",30,13,29.09237845863491,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.25, 'e': 0.04472953228878902}",20,0,22.330467554523455,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.25, 'e': 0.04462949573585033}",30,0,21.230096808188165,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
426,False,"{'a': 0.25, 'e': 0.044529906141368515}",25,8,27.379869173465533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.25, 'e': 0.04443076051432056}",20,16,7.994924273609804,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.25, 'e': 0.044332055890326516}",25,13,23.55765915943323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.25, 'e': 0.044233789331353364}",25,16,15.3022050322088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.25, 'e': 0.04413595792542284}",25,8,14.512204198237693,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.25, 'e': 0.0440385587863231}",30,13,19.411647332356896,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.25, 'e': 0.04394158905332428}",20,6,24.462634695162542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.25, 'e': 0.043845045890897716}",25,16,18.04429575554067,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.25, 'e': 0.04374892648843897}",20,0,11.434838556199168,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
435,False,"{'a': 0.25, 'e': 0.04365322805999443}",20,0,30.87140876562289,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.25, 'e': 0.043557947843991536}",20,6,25.171631728543534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.25, 'e': 0.04346308310297254}",20,13,1.7663799548057897,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.25, 'e': 0.043368631123331745}",20,2,-12.24995754297524,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.25, 'e': 0.04327458921505616}",20,0,29.54673736110258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.25, 'e': 0.04318095471146957}",30,19,21.169048899142602,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.25, 'e': 0.04308772496897987}",30,16,25.229501768754858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.25, 'e': 0.042994897366829744}",25,15,18.911753523351138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.25, 'e': 0.04290246930685053}",20,11,17.372092254364453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.25, 'e': 0.04281043821321927}",25,3,32.29348230894129,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.25, 'e': 0.042718801532218874}",30,0,37.726845169391495,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.25, 'e': 0.04262755673200142}",20,1,32.386155775159985,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.25, 'e': 0.04253670130235442}",30,15,18.192060348674882,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.25, 'e': 0.04244623275447014}",20,5,26.77970082217794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.25, 'e': 0.04235614862071781}",25,13,22.943724888869387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.25, 'e': 0.04226644645441879}",30,10,35.45188081022304,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.25, 'e': 0.04217712382962458}",20,0,20.304732051186445,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
452,False,"{'a': 0.25, 'e': 0.042088178340897606}",20,3,24.087848363980246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.25, 'e': 0.041999607603094846}",25,17,9.988633159224461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.25, 'e': 0.04191140925115415}",25,17,15.10102043260351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.25, 'e': 0.04182358093988326}",20,1,13.249910991053829,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.25, 'e': 0.041736120343751515}",25,8,27.557377390663074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.25, 'e': 0.04164902515668411}",25,4,30.79513253625296,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.25, 'e': 0.04156229309185901}",25,17,12.118465629970196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.25, 'e': 0.041475921881506325}",25,13,20.286629140771684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.25, 'e': 0.04138990927671028}",20,7,23.50137713736063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.25, 'e': 0.041304253047213565}",20,16,7.024785758123276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.25, 'e': 0.041218950981224155}",30,8,-3.1309285972330114,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
463,False,"{'a': 0.25, 'e': 0.04113400088522453}",20,11,17.241446763187856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.25, 'e': 0.041049400583783244}",20,1,32.88799686222634,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.25, 'e': 0.040965147919368845}",25,11,23.77590820451229,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.25, 'e': 0.04088124075216606}",30,18,-24.17009624334467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
467,False,"{'a': 0.25, 'e': 0.04079767695989423}",20,16,7.256866022020576,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.25, 'e': 0.040714454437628035}",20,4,30.43151342237709,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.25, 'e': 0.04063157109762035}",20,16,6.716826020669557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.25, 'e': 0.0405490248691273}",20,3,20.783672581870285,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.25, 'e': 0.040466813698235446}",30,16,23.29689707210148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.25, 'e': 0.04038493554769106}",25,0,28.699614993452993,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
473,False,"{'a': 0.25, 'e': 0.040303388396731504}",35,22,25.859484930740493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.25, 'e': 0.04022217024091861}",25,12,13.049560800672692,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.25, 'e': 0.04014127909197414}",25,2,36.025671607396816,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.25, 'e': 0.04006071297761715}",20,0,24.656618211538085,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.25, 'e': 0.039980469941403404}",25,1,32.65681970608197,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.25, 'e': 0.03990054804256663}",35,19,-20.221143807452037,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
479,False,"{'a': 0.25, 'e': 0.039820945355861774}",25,15,17.83818335899005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.25, 'e': 0.03974165997141005}",25,11,23.26991208304091,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.25, 'e': 0.03966268999454589}",35,11,30.225087155720217,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.25, 'e': 0.03958403354566572}",30,0,26.98503518054191,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.25, 'e': 0.0395056887600785}",35,8,48.800413367063115,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.25, 'e': 0.039427653787858084}",35,20,25.914852276100206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.25, 'e': 0.039349926793697323}",30,15,13.629075058981565,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.25, 'e': 0.039272505956763855}",25,5,24.800745658014332,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.25, 'e': 0.03919538947055765}",20,0,24.248312321748298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.25, 'e': 0.03911857554277022}",20,9,20.71967115715607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.25, 'e': 0.039042062395145447}",20,2,24.826374011741386,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.25, 'e': 0.03896584826334212}",20,10,16.649824936636737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.25, 'e': 0.038889931396798035}",30,7,36.057729906903425,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.25, 'e': 0.038814310058595654}",20,0,14.78712405031212,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
493,False,"{'a': 0.25, 'e': 0.03873898252532942}",20,3,26.643368754553975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.25, 'e': 0.03866394708697453}",25,6,30.10582478557263,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.25, 'e': 0.03858920204675731}",30,9,17.353412393876756,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.25, 'e': 0.03851474572102704}",25,16,-26.67391258028983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
497,False,"{'a': 0.25, 'e': 0.03844057643912927}",20,0,26.94111557438675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.25, 'e': 0.038366692543280644}",30,0,32.237009750136735,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
499,False,"{'a': 0.25, 'e': 0.03829309238844511}",20,8,20.093730417558792,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.25, 'e': 0.03821977434221161}",25,10,25.144207022315292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.25, 'e': 0.03814673678467313}",20,11,15.697692386016382,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.25, 'e': 0.03807397810830718}",25,13,22.87694354903837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.25, 'e': 0.03800149671785758}",25,11,24.580588656305803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.25, 'e': 0.037929291030217714}",25,8,28.99309547423578,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.25, 'e': 0.03785735947431497}",25,14,17.73016133346641,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.25, 'e': 0.037785700490996596}",30,15,22.57656216863761,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.25, 'e': 0.03771431253291683}",20,12,9.987854534104153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.25, 'e': 0.0376431940644253}",20,14,9.898784748620596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.25, 'e': 0.0375723435614567}",20,10,14.664523834040974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.25, 'e': 0.03750175951142169}",25,18,12.505013745315942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.25, 'e': 0.037431440413099065}",30,17,12.824259795706215,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.25, 'e': 0.037361384776529095}",20,8,20.927545387339688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.25, 'e': 0.0372915911229081}",20,3,21.46402321556786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.25, 'e': 0.03722205798448419}",35,20,25.999335075538642,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.25, 'e': 0.03715278390445417}",20,12,16.862426632845064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.25, 'e': 0.03708376743686162}",20,16,6.460665347596704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.25, 'e': 0.03701500714649606}",20,6,24.721144997850068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.25, 'e': 0.0369465016087933}",20,7,10.197461871917788,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.25, 'e': 0.03687824940973687}",25,15,21.721139854159862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.25, 'e': 0.03681024914576053}",30,11,30.639698726388733,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.25, 'e': 0.03674249942365188}",30,14,24.874376264831906,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.25, 'e': 0.03667499886045703}",25,13,18.299257813862425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.25, 'e': 0.03660774608338631}",25,3,33.76564331104611,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.25, 'e': 0.03654073972972102}",30,0,42.957648335315916,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.25, 'e': 0.03647397844672126}",20,2,24.069760946893577,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.25, 'e': 0.03640746089153467}",30,16,24.973294402613167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.25, 'e': 0.036341185731106236}",20,8,-21.30070747163135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
528,False,"{'a': 0.25, 'e': 0.036275151642089096}",25,18,12.433519157434889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.25, 'e': 0.036209357310756266}",30,11,30.69875608149993,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.25, 'e': 0.03614380143291337}",30,6,43.477912665853566,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.25, 'e': 0.036078482713812275}",25,12,29.349562112901904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.25, 'e': 0.03601339986806573}",20,0,32.825237180199736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
533,False,"{'a': 0.25, 'e': 0.035948551619562875}",25,14,19.42472458977058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.25, 'e': 0.035883936701385656}",20,0,27.233373189225155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.25, 'e': 0.0358195538557262}",20,16,7.023728258263416,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.25, 'e': 0.03575540183380504}",20,9,15.263355877716982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.25, 'e': 0.0356914793957902}",25,0,30.100963333308155,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
538,False,"{'a': 0.25, 'e': 0.03562778531071719}",20,16,6.651925891655632,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.25, 'e': 0.035564318356409864}",20,0,17.941062263711267,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
540,False,"{'a': 0.25, 'e': 0.03550107731940206}",20,0,21.893269274953084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
541,False,"{'a': 0.25, 'e': 0.03543806099486015}",30,21,14.167226533108796,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.25, 'e': 0.03537526818650638}",30,4,39.020449861116646,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.25, 'e': 0.035312697706543016}",20,11,14.787804587990285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.25, 'e': 0.035250348375577334}",20,8,17.722014870690572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.25, 'e': 0.03518821902254735}",20,9,17.836789401502575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.25, 'e': 0.035126308484648414}",25,0,39.432170594170515,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.25, 'e': 0.03506461560726048}",20,16,7.372720784783676,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.25, 'e': 0.035003139243876234}",25,15,16.50517979925261,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.25, 'e': 0.03494187825602992}",20,10,16.226772634610246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.25, 'e': 0.03488083151322696}",30,0,-6.239254864955786,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
551,False,"{'a': 0.25, 'e': 0.03481999789287426}",25,19,10.982457485625575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.25, 'e': 0.03475937628021127}",25,10,13.531250155556375,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.25, 'e': 0.034698965568241806}",20,14,11.43795831093908,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.25, 'e': 0.03463876465766651}",20,0,33.26064675751904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
555,False,"{'a': 0.25, 'e': 0.034578772456816044}",30,18,24.747871049708724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.25, 'e': 0.03451898788158503}",20,10,18.257074361981676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
